DH_CARGA,SITUACAO,JORNADA,ESCOLARIDADE_ITEM,ESCOLARIDADE,DESCR_CARGO,GRUPO_CARGO,TIPO_CARGO,LOTACAO,LOTACAO_DESCR,REGIME_JUR,NUM_SERVIDORES
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CEFD,CENTRO DE EDUCAÇÃO FÍSICA E DESPORTOS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,10
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente Social                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CCSH,CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Pedagogo-Área                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,CT,CENTRO DE TECNOLOGIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Psicólogo-Área                                              ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Químico                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Museólogo                                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,DE,10,Sup. Compl. ou Habilitação Legal Eq.,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO              ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,DE,12,Especialização,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO              ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO              ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,31
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO              ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,43
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,REITORIA,REITORIA,Regime Jurídico Único,30
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,86
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR TITULAR-LIVRE - MAGIST SUPERIOR                   ,Professor Ensino Superior,Docente,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,DE,13,Mestrado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,DE,14,Doutorado,PROFESSOR DO MAGISTÉRIO SUPERIOR                            ,Professor Ensino Superior,Docente,POLITECNICO,COLÉGIO POLITÉCNICO DA UNIVERSIDADE FEDERAL DE SANTA MARIA,Regime Jurídico Único,26
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,IPE,UNIDADE DE EDUCAÇÃO INFANTIL IPÊ AMARELO - UEIIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Técnico em Enfermagem                                       ,Classe D (PCCTAE),Técnico-Administrativo em Educação,IPE,UNIDADE DE EDUCAÇÃO INFANTIL IPÊ AMARELO - UEIIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Agropecuária                                     ,Classe D (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Exercício Provisório,40h,8,2 Grau Completo ou Técnico,AUXILIAR DE ESCRITÓRIO                                      ,CLT,Técnico-Administrativo em Educação,REITORIA,REITORIA,CLT,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,9
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,4,1 Grau Incompleto até 4 Série Completa,Cozinheiro                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,REITORIA,REITORIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,PALMEIRA,CAMPUS DE PALMEIRA DAS MISSÕES,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo Transitório,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,6
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Biólogo                                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Bombeiro Hidráulico                                         ,Classe B (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,5,1 Grau Incompleto 5 Série a 8 Incompleto,Operador de Máquina de Lavanderia                           ,Classe A (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Bibliotecário-Documentalista                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Pedagogo-Área                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Pedagogo-Área                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,"PROFESSOR ENSINO BÁSICO, TÉCNICO E TECNOLÓGICO - SUBSTITUTO ",Magistério do Ensino Básico Técnico e Tecnológico,Docente,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Substitutos e  Visitantes,6
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Substitutos e  Visitantes,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar de Saúde                                           ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Farmacêutico                                                ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Farmacêutico Bioquímico                                     ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Relações Públicas                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico em Telecomunicação                                  ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CTISM,COLÉGIO TÉCNICO INDUSTRIAL DE SANTA MARIA,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Administrador                                               ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Sonoplasta                                                  ,Classe C (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico de Laboratório Área                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,5
2018-12-11 19:33:05.023159,Ativo Transitório,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico de Tecnologia da Informação                         ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Técnico em Agropecuária                                     ,Classe D (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Técnico em Assuntos Educacionais                            ,Classe E (PCCTAE),Técnico-Administrativo em Educação,FREDERICO,CAMPUS DA UNIVERSIDADE FEDERAL DE SANTA MARIA - FREDERICO WESTPHALEN,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Médico-Área                                                 ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,35
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Médico-Área                                                 ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,19
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Motorista                                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Motorista                                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,14,Doutorado,Nutricionista-Habilitação                                   ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Odontólogo - 40 h                                           ,Classe E (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,6,1 Grau Completo - Até 8 Série Completo,Operador de Caldeira                                        ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,7,2 Grau Incompleto,Operador de Caldeira                                        ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Operador de Caldeira                                        ,Classe C (PCCTAE),Técnico-Administrativo em Educação,HUSM,HOSPITAL UNIVERSITÁRIO DE SANTA MARIA - HUSM,Regime Jurídico Único,2
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Operador de Máquinas Agrícolas                              ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCR,CENTRO DE CIÊNCIAS RURAIS,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CAL,CENTRO DE ARTES E LETRAS,Substitutos e  Visitantes,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,PROFESSOR MAGISTÉRIO SUPERIOR - SUBSTITUTO                  ,Professor Ensino Superior,Docente,CAL,CENTRO DE ARTES E LETRAS,Substitutos e  Visitantes,3
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Secretário Executivo                                        ,Classe E (PCCTAE),Técnico-Administrativo em Educação,CAL,CENTRO DE ARTES E LETRAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,3
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,7
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,11
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Assistente em Administração                                 ,Classe D (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,8
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCNE,CENTRO DE CIÊNCIAS NATURAIS E EXATAS,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,7,2 Grau Incompleto,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,8,2 Grau Completo ou Técnico,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,9,Superior Incompleto,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,10,Sup. Compl. ou Habilitação Legal Eq.,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,4
2018-12-11 19:33:05.023159,Ativo,40h,12,Especialização,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,1
2018-12-11 19:33:05.023159,Ativo,40h,13,Mestrado,Auxiliar em Administração                                   ,Classe C (PCCTAE),Técnico-Administrativo em Educação,CCS,CENTRO DE CIÊNCIAS DA SAÚDE,Regime Jurídico Único,2
